"","Sample","loci","n"
"4001","26","6221",20
"4002","26","6226",835
"4003","26","6227",158
"4004","26","6238",1634
"4005","26","6258",222
"4006","26","6265",635
"4007","26","6270",53
"4008","26","6274",369
"4009","26","6282",54
"4010","26","6284",1577
"4011","26","6295",1631
"4012","26","6298",456
"4013","26","6299",2
"4014","26","6303",1074
"4015","26","6318",1130
"4016","26","6320",2123
"4017","26","6363",404
"4018","26","6366",26
"4019","26","6373",735
"4020","26","6376",217
"4021","26","6378",228
"4022","26","6379",7
"4023","26","6383",1643
"4024","26","6384",396
"4025","26","6387",650
"4026","26","6389",405
"4027","26","6393",65
"4028","26","6398",3475
"4029","26","6401",383
"4030","26","6404",832
"4031","26","6405",1816
"4032","26","6406",659
"4033","26","6407",36
"4034","26","6412",40
"4035","26","6420",255
"4036","26","6430",5
"4037","26","6432",65
"4038","26","6439",460
"4039","26","6447",11531
"4040","26","6448",40
"4041","26","6449",25
"4042","26","6450",495
"4043","26","6454",637
"4044","26","6457",264
"4045","26","6458",184
"4046","26","6459",1244
"4047","26","6460",10124
"4048","26","6462",944
"4049","26","6483",385
"4050","26","6487",889
"4051","26","6488",1225
"4052","26","6492",933
"4053","26","6494",761
"4054","26","6496",285
"4055","26","6498",183
"4056","26","6500",1371
"4057","26","6506",1186
"4058","26","6507",143
"4059","26","6527",1756
"4060","26","6528",8
"4061","26","6531",8
"4062","26","6532",2011
"4063","26","6533",1611
"4064","26","6538",102
"4065","26","6540",954
"4066","26","6544",7422
"4067","26","6550",104
"4068","26","6552",438
"4069","26","6557",25
"4070","26","6559",242
"4071","26","6563",733
"4072","26","6570",101
"4073","26","6572",402
"4074","26","6601",79
"4075","26","6620",1221
"4076","26","6631",167
"4077","26","6636",438
"4078","26","6639",1017
"4079","26","6641",973
"4080","26","6649",1
"4081","26","6652",2696
"4082","26","6660",74
"4083","26","6667",365
"4084","26","6679",337
"4085","26","6685",449
"4086","26","6689",1532
"4087","26","6705",1
"4088","26","6713",426
"4089","26","6717",7142
"4090","26","6732",110
"4091","26","6733",182
"4092","26","6738",109
"4093","26","6746",913
"4094","26","6779",389
"4095","26","6780",146
"4096","26","6782",167
"4097","26","6785",265
"4098","26","6791",51
"4099","26","6792",583
"4100","26","6797",1217
"4101","26","6825",1389
"4102","26","6848",95
"4103","26","6854",122
"4104","26","6859",1420
"4105","26","6860",499
"4106","26","6864",3
"4107","26","6865",600
"4108","26","6875",576
"4109","26","6882",702
"4110","26","6883",1831
"4111","26","6909",371
"4112","26","6913",1351
"4113","26","6914",1309
"4114","26","6924",909
"4115","26","6933",321
"4116","26","6946",27
"4117","26","6947",4423
"4118","26","6954",1441
"4119","26","6955",63
"4120","26","6958",85
"4121","26","6961",564
"4122","26","6962",463
"4123","26","6968",150
"4124","26","6977",31
"4125","26","6978",320
"4126","26","6979",514
"4127","26","6992",401
"4128","26","6995",2
"4129","26","7013",47
"4130","26","7021",2021
"4131","26","7024",85
"4132","26","7028",1680
"4133","26","7029",976
"4134","26","7067",807
"4135","26","7111",796
"4136","26","7128",402
"4137","26","7135",5048
"4138","26","7141",258
"4139","26","7174",4827
"4140","26","7194",120
"4141","26","7241",97
"4142","26","7273",33
"4143","26","7279",120
"4144","26","7296",5
"4145","26","7313",913
"4146","26","7324",233
"4147","26","7325",14
"4148","26","7331",265
"4149","26","7333",648
"4150","26","7336",1194
"4151","26","7361",1217
"4152","26","7363",273
"4153","26","7367",18
"4154","26","7371",1168
"4155","26","7572",76
"4156","26","7577",176
"4157","26","7583",972
"4158","26","7602",354
"4159","26","7628",1057
"4160","27","4471",375
"4161","27","4527",9
"4162","27","4691",77
"4163","27","4724",64
"4164","27","4757",714
"4165","27","4793",248
"4166","27","4796",89
"4167","27","4802",128
"4168","27","4806",42
"4169","27","4848",100
"4170","27","4889",97
"4171","27","4890",92
"4172","27","4893",37
"4173","27","4932",98
"4174","27","4942",95
"4175","27","4954",442
"4176","27","4989",48
"4177","27","4992",233
"4178","27","5018",92
"4179","27","5032",751
"4180","27","5090",13
"4181","27","5116",32
"4182","27","5123",94
"4183","27","5131",91
"4184","27","5138",363
"4185","27","5162",182
"4186","27","5163",88
"4187","27","5168",427
"4188","27","5177",553
"4189","27","5188",45
"4190","27","5200",137
"4191","27","5206",56
"4192","27","5220",41
"4193","27","5257",224
"4194","27","5264",210
"4195","27","5271",1
"4196","27","5273",67
"4197","27","5280",1255
"4198","27","5296",270
"4199","27","5299",17
"4200","27","5304",84
"4201","27","5318",16
"4202","27","5326",190
"4203","27","5328",637
"4204","27","5333",149
"4205","27","5335",510
"4206","27","5339",740
"4207","27","5343",27
"4208","27","5354",42
"4209","27","5355",1249
"4210","27","5357",2
"4211","27","5366",152
"4212","27","5398",552
"4213","27","5406",140
"4214","27","5421",186
"4215","27","5426",494
"4216","27","5427",1
"4217","27","5428",8
"4218","27","5430",18
"4219","27","5434",223
"4220","27","5449",97
"4221","27","5454",416
"4222","27","5463",4
"4223","27","5469",30
"4224","27","5477",127
"4225","27","5489",181
"4226","27","5502",90
"4227","27","5513",142
"4228","27","5528",193
"4229","27","5536",23
"4230","27","5551",113
"4231","27","5554",659
"4232","27","5578",683
"4233","27","5594",518
"4234","27","5596",529
"4235","27","5599",567
"4236","27","5614",331
"4237","27","5620",376
"4238","27","5634",47
"4239","27","5639",74
"4240","27","5642",26
"4241","27","5644",23
"4242","27","5664",24
"4243","27","5670",57
"4244","27","5699",32
"4245","27","5702",62
"4246","27","5703",271
"4247","27","5716",170
"4248","27","5721",219
"4249","27","5733",10
"4250","27","5744",27
"4251","27","5770",30
"4252","27","5772",33
"4253","27","5791",74
"4254","27","5802",44
"4255","27","5815",31
"4256","27","5816",85
"4257","27","5821",161
"4258","27","5822",2
"4259","27","5840",26
"4260","27","5842",22
"4261","27","5843",20
"4262","27","5849",75
"4263","27","5853",55
"4264","27","5857",435
"4265","27","5858",337
"4266","27","5865",215
"4267","27","5866",913
"4268","27","5870",69
"4269","27","5893",156
"4270","27","5899",13
"4271","27","5910",142
"4272","27","5913",391
"4273","27","5918",17
"4274","27","5919",115
"4275","27","5921",622
"4276","27","5922",2003
"4277","27","5926",166
"4278","27","5933",67
"4279","27","5936",306
"4280","27","5940",1
"4281","27","5942",412
"4282","27","5943",197
"4283","27","5944",184
"4284","27","5945",134
"4285","27","5949",1
"4286","27","5950",41
"4287","27","5958",134
"4288","27","5960",42
"4289","27","5968",392
"4290","27","5974",446
"4291","27","5977",12
"4292","27","5980",12
"4293","27","5981",17
"4294","27","5990",244
"4295","27","6000",107
"4296","27","6003",99
"4297","27","6004",69
"4298","27","6016",376
"4299","27","6026",64
"4300","27","6029",26
"4301","27","6034",206
"4302","27","6036",544
"4303","27","6038",275
"4304","27","6041",601
"4305","27","6048",32
"4306","27","6051",256
"4307","27","6056",93
"4308","27","6072",11
"4309","27","6098",129
"4310","27","6110",118
"4311","27","6119",374
"4312","27","6128",3861
"4313","27","6130",59
"4314","27","6139",210
"4315","27","6164",29
"4316","27","6175",9
"4317","27","6176",536
"4318","27","6198",401
"4319","27","6226",113
"4320","27","6227",33
"4321","27","6238",159
"4322","27","6258",37
"4323","27","6265",24
"4324","27","6274",17
"4325","27","6282",1
"4326","27","6284",273
"4327","27","6295",332
"4328","27","6298",164
"4329","27","6303",163
"4330","27","6318",246
"4331","27","6320",256
"4332","27","6363",65
"4333","27","6366",38
"4334","27","6373",163
"4335","27","6376",48
"4336","27","6378",14
"4337","27","6383",250
"4338","27","6384",186
"4339","27","6387",96
"4340","27","6389",80
"4341","27","6398",544
"4342","27","6401",37
"4343","27","6404",94
"4344","27","6405",268
"4345","27","6406",56
"4346","27","6407",11
"4347","27","6412",17
"4348","27","6420",64
"4349","27","6439",50
"4350","27","6447",1599
"4351","27","6449",18
"4352","27","6450",65
"4353","27","6454",45
"4354","27","6457",34
"4355","27","6458",10
"4356","27","6459",287
"4357","27","6460",1142
"4358","27","6462",61
"4359","27","6483",1
"4360","27","6487",40
"4361","27","6488",892
"4362","27","6492",176
"4363","27","6494",50
"4364","27","6496",8
"4365","27","6498",57
"4366","27","6500",225
"4367","27","6506",206
"4368","27","6527",137
"4369","27","6532",424
"4370","27","6533",423
"4371","27","6540",127
"4372","27","6544",1024
"4373","27","6550",52
"4374","27","6552",113
"4375","27","6559",73
"4376","27","6563",112
"4377","27","6570",53
"4378","27","6572",29
"4379","27","6601",51
"4380","27","6620",362
"4381","27","6631",13
"4382","27","6636",29
"4383","27","6639",219
"4384","27","6641",99
"4385","27","6649",41
"4386","27","6652",204
"4387","27","6660",7
"4388","27","6667",40
"4389","27","6679",34
"4390","27","6685",85
"4391","27","6689",209
"4392","27","6713",24
"4393","27","6717",721
"4394","27","6732",18
"4395","27","6738",25
"4396","27","6746",268
"4397","27","6779",30
"4398","27","6780",9
"4399","27","6782",40
"4400","27","6785",54
"4401","27","6792",41
"4402","27","6797",136
"4403","27","6825",260
"4404","27","6854",5
"4405","27","6859",164
"4406","27","6860",128
"4407","27","6865",10
"4408","27","6875",40
"4409","27","6882",174
"4410","27","6883",306
"4411","27","6909",71
"4412","27","6913",167
"4413","27","6914",109
"4414","27","6924",105
"4415","27","6933",44
"4416","27","6946",1
"4417","27","6947",677
"4418","27","6954",76
"4419","27","6961",50
"4420","27","6962",133
"4421","27","6968",12
"4422","27","6977",3
"4423","27","6978",10
"4424","27","6979",184
"4425","27","6992",104
"4426","27","7021",408
"4427","27","7024",11
"4428","27","7028",221
"4429","27","7029",204
"4430","27","7067",96
"4431","27","7111",52
"4432","27","7128",41
"4433","27","7135",926
"4434","27","7141",78
"4435","27","7174",937
"4436","27","7194",45
"4437","27","7241",3
"4438","27","7273",24
"4439","27","7279",10
"4440","27","7313",141
"4441","27","7331",28
"4442","27","7333",61
"4443","27","7336",177
"4444","27","7361",155
"4445","27","7363",92
"4446","27","7371",227
"4447","27","7572",11
"4448","27","7583",90
"4449","27","7602",31
"4450","27","7628",127
"4451","28","4471",266
"4452","28","4527",410
"4453","28","4691",88
"4454","28","4724",5
"4455","28","4757",1151
"4456","28","4793",206
"4457","28","4796",14
"4458","28","4802",231
"4459","28","4806",90
"4460","28","4848",94
"4461","28","4889",167
"4462","28","4890",253
"4463","28","4893",82
"4464","28","4932",216
"4465","28","4942",169
"4466","28","4954",445
"4467","28","4989",112
"4468","28","4992",259
"4469","28","5018",21
"4470","28","5032",758
"4471","28","5038",9
"4472","28","5064",1
"4473","28","5090",11
"4474","28","5116",27
"4475","28","5123",29
"4476","28","5131",18
"4477","28","5138",319
"4478","28","5162",429
"4479","28","5163",229
"4480","28","5168",414
"4481","28","5177",810
"4482","28","5188",125
"4483","28","5200",34
"4484","28","5206",233
"4485","28","5220",8
"4486","28","5257",139
"4487","28","5264",178
"4488","28","5271",6
"4489","28","5273",39
"4490","28","5280",1287
"4491","28","5296",333
"4492","28","5299",17
"4493","28","5304",57
"4494","28","5326",248
"4495","28","5328",625
"4496","28","5333",253
"4497","28","5335",571
"4498","28","5339",654
"4499","28","5343",146
"4500","28","5354",4
"4501","28","5355",1338
"4502","28","5366",170
"4503","28","5398",672
"4504","28","5406",202
"4505","28","5421",259
"4506","28","5422",2
"4507","28","5426",513
"4508","28","5430",11
"4509","28","5434",322
"4510","28","5449",288
"4511","28","5454",824
"4512","28","5460",39
"4513","28","5464",108
"4514","28","5469",16
"4515","28","5477",141
"4516","28","5489",196
"4517","28","5502",115
"4518","28","5513",89
"4519","28","5528",158
"4520","28","5536",40
"4521","28","5551",100
"4522","28","5554",778
"4523","28","5578",508
"4524","28","5594",479
"4525","28","5596",598
"4526","28","5599",317
"4527","28","5614",416
"4528","28","5620",448
"4529","28","5634",63
"4530","28","5639",102
"4531","28","5644",21
"4532","28","5664",193
"4533","28","5670",114
"4534","28","5699",25
"4535","28","5702",184
"4536","28","5703",338
"4537","28","5716",528
"4538","28","5721",293
"4539","28","5733",26
"4540","28","5744",30
"4541","28","5770",15
"4542","28","5772",1
"4543","28","5791",59
"4544","28","5802",31
"4545","28","5815",20
"4546","28","5816",272
"4547","28","5821",201
"4548","28","5822",45
"4549","28","5840",149
"4550","28","5841",1
"4551","28","5842",101
"4552","28","5843",8
"4553","28","5849",60
"4554","28","5853",13
"4555","28","5857",706
"4556","28","5858",580
"4557","28","5859",3
"4558","28","5865",245
"4559","28","5866",1096
"4560","28","5870",52
"4561","28","5893",164
"4562","28","5899",2
"4563","28","5910",49
"4564","28","5913",400
"4565","28","5918",3
"4566","28","5919",224
"4567","28","5921",1018
"4568","28","5922",2839
"4569","28","5926",125
"4570","28","5933",43
"4571","28","5936",211
"4572","28","5940",48
"4573","28","5942",415
"4574","28","5943",472
"4575","28","5944",186
"4576","28","5945",130
"4577","28","5950",31
"4578","28","5958",175
"4579","28","5960",74
"4580","28","5968",413
"4581","28","5974",537
"4582","28","5977",42
"4583","28","5980",6
"4584","28","5981",33
"4585","28","5990",243
"4586","28","6000",104
"4587","28","6003",29
"4588","28","6004",440
"4589","28","6016",437
"4590","28","6026",40
"4591","28","6029",62
"4592","28","6034",335
"4593","28","6036",748
"4594","28","6038",170
"4595","28","6041",381
"4596","28","6050",1
"4597","28","6051",279
"4598","28","6056",45
"4599","28","6064",50
"4600","28","6068",5
"4601","28","6072",37
"4602","28","6098",168
"4603","28","6110",385
"4604","28","6119",492
"4605","28","6128",4035
"4606","28","6130",11
"4607","28","6139",302
"4608","28","6148",4
"4609","28","6164",77
"4610","28","6175",21
"4611","28","6176",640
"4612","28","6198",547
"4613","28","6221",16
"4614","28","6226",136
"4615","28","6227",8
"4616","28","6238",334
"4617","28","6258",102
"4618","28","6265",127
"4619","28","6274",9
"4620","28","6282",3
"4621","28","6284",232
"4622","28","6295",493
"4623","28","6298",49
"4624","28","6303",179
"4625","28","6318",247
"4626","28","6320",460
"4627","28","6363",160
"4628","28","6373",98
"4629","28","6378",126
"4630","28","6383",342
"4631","28","6384",135
"4632","28","6387",52
"4633","28","6389",87
"4634","28","6393",1
"4635","28","6398",385
"4636","28","6401",36
"4637","28","6404",255
"4638","28","6405",311
"4639","28","6406",120
"4640","28","6407",9
"4641","28","6420",88
"4642","28","6432",7
"4643","28","6439",70
"4644","28","6447",2230
"4645","28","6448",16
"4646","28","6450",79
"4647","28","6454",103
"4648","28","6457",44
"4649","28","6458",66
"4650","28","6459",303
"4651","28","6460",1546
"4652","28","6462",54
"4653","28","6483",93
"4654","28","6487",128
"4655","28","6488",332
"4656","28","6492",247
"4657","28","6494",179
"4658","28","6496",25
"4659","28","6498",80
"4660","28","6500",329
"4661","28","6506",183
"4662","28","6507",32
"4663","28","6527",310
"4664","28","6528",11
"4665","28","6532",306
"4666","28","6533",175
"4667","28","6538",9
"4668","28","6540",61
"4669","28","6544",1741
"4670","28","6552",75
"4671","28","6559",92
"4672","28","6563",45
"4673","28","6572",59
"4674","28","6620",126
"4675","28","6636",23
"4676","28","6639",240
"4677","28","6641",266
"4678","28","6649",50
"4679","28","6652",357
"4680","28","6667",86
"4681","28","6679",7
"4682","28","6685",111
"4683","28","6689",374
"4684","28","6713",124
"4685","28","6717",1244
"4686","28","6733",12
"4687","28","6738",7
"4688","28","6746",166
"4689","28","6779",25
"4690","28","6780",119
"4691","28","6782",60
"4692","28","6785",94
"4693","28","6791",1
"4694","28","6792",90
"4695","28","6797",254
"4696","28","6825",249
"4697","28","6854",24
"4698","28","6859",286
"4699","28","6860",54
"4700","28","6865",69
"4701","28","6875",135
"4702","28","6882",85
"4703","28","6883",262
"4704","28","6909",44
"4705","28","6913",339
"4706","28","6914",486
"4707","28","6924",196
"4708","28","6933",89
"4709","28","6947",445
"4710","28","6954",203
"4711","28","6958",2
"4712","28","6961",80
"4713","28","6962",38
"4714","28","6968",20
"4715","28","6977",1
"4716","28","6978",19
"4717","28","6979",152
"4718","28","6992",101
"4719","28","7013",2
"4720","28","7021",416
"4721","28","7024",2
"4722","28","7028",282
"4723","28","7029",133
"4724","28","7067",175
"4725","28","7111",56
"4726","28","7128",213
"4727","28","7135",1646
"4728","28","7136",7
"4729","28","7141",36
"4730","28","7174",1528
"4731","28","7194",53
"4732","28","7241",71
"4733","28","7279",57
"4734","28","7313",90
"4735","28","7324",31
"4736","28","7331",41
"4737","28","7333",64
"4738","28","7336",422
"4739","28","7361",181
"4740","28","7363",83
"4741","28","7371",290
"4742","28","7572",4
"4743","28","7577",14
"4744","28","7583",149
"4745","28","7628",197
"4746","29","4471",1274
"4747","29","4527",259
"4748","29","4691",96
"4749","29","4724",366
"4750","29","4744",69
